NCBI_GeneID	Symbol	Gene_Type	SwissProt_Accessions
50616	IL22	PROTEIN_CODING	Q9GZX6
5069	PAPPA	PROTEIN_CODING	Q13219
5071	PRKN	PROTEIN_CODING	O60260
5080	PAX6	PROTEIN_CODING	P26367
50943	FOXP3	PROTEIN_CODING	Q9BZS1
50964	SOST	PROTEIN_CODING	Q9BQB4
5111	PCNA	PROTEIN_CODING	P12004
51129	ANGPTL4	PROTEIN_CODING	Q9BY76
51284	TLR7	PROTEIN_CODING	Q9NYK1
5133	PDCD1	PROTEIN_CODING	Q15116
51548	SIRT6	PROTEIN_CODING	Q8N6T7
5155	PDGFB	PROTEIN_CODING	P01127
5156	PDGFRA	PROTEIN_CODING	P16234
51561	IL23A	PROTEIN_CODING	Q9NPF7
5159	PDGFRB	PROTEIN_CODING	P09619
5167	ENPP1	PROTEIN_CODING	P22413
5172	SLC26A4	PROTEIN_CODING	O43511
51738	GHRL	PROTEIN_CODING	Q9UBU3
51741	WWOX	PROTEIN_CODING	Q9NZC7
5175	PECAM1	PROTEIN_CODING	P16284
5176	SERPINF1	PROTEIN_CODING	P36955
5228	PGF	PROTEIN_CODING	P49763
5241	PGR	PROTEIN_CODING	P06401
5243	ABCB1	PROTEIN_CODING	P08183
5265	SERPINA1	PROTEIN_CODING	P01009
5268	SERPINB5	PROTEIN_CODING	P36952
5290	PIK3CA	PROTEIN_CODING	P42336
5292	PIM1	PROTEIN_CODING	P11309
5294	PIK3CG	PROTEIN_CODING	P48736
5295	PIK3R1	PROTEIN_CODING	P27986
5300	PIN1	PROTEIN_CODING	Q13526
5310	PKD1	PROTEIN_CODING	P98161
5315	PKM	PROTEIN_CODING	P14618
5320	PLA2G2A	PROTEIN_CODING	P14555
5327	PLAT	PROTEIN_CODING	P00750
5328	PLAU	PROTEIN_CODING	P00749
5329	PLAUR	PROTEIN_CODING	Q03405
5335	PLCG1	PROTEIN_CODING	P19174
5340	PLG	PROTEIN_CODING	P00747
5347	PLK1	PROTEIN_CODING	P53350
5371	PML	PROTEIN_CODING	P29590
5376	PMP22	PROTEIN_CODING	Q01453
540	ATP7B	PROTEIN_CODING	P35670
54106	TLR9	PROTEIN_CODING	Q9NR96
54209	TREM2	PROTEIN_CODING	Q9NZC2
54210	TREM1	PROTEIN_CODING	Q9NP99
5423	POLB	PROTEIN_CODING	P06746
5428	POLG	PROTEIN_CODING	P54098
5430	POLR2A	PROTEIN_CODING	P24928
5443	POMC	PROTEIN_CODING	P01189
5444	PON1	PROTEIN_CODING	P27169
545	ATR	PROTEIN_CODING	Q13535
546	ATRX	PROTEIN_CODING	P46100
5460	POU5F1	PROTEIN_CODING	Q01860
5465	PPARA	PROTEIN_CODING	Q07869
54658	UGT1A1	PROTEIN_CODING	P22309
5467	PPARD	PROTEIN_CODING	Q03181
5468	PPARG	PROTEIN_CODING	P37231
5478	PPIA	PROTEIN_CODING	P62937
54790	TET2	PROTEIN_CODING	Q6N021
551	AVP	PROTEIN_CODING	P01185
5515	PPP2CA	PROTEIN_CODING	P67775
55294	FBXW7	PROTEIN_CODING	Q969H0
55384	MEG3	ncRNA	
55600	ITLN1	PROTEIN_CODING	Q8WWA0
5562	PRKAA1	PROTEIN_CODING	Q13131
5566	PRKACA	PROTEIN_CODING	P17612
5578	PRKCA	PROTEIN_CODING	P17252
5579	PRKCB	PROTEIN_CODING	P05771
558	AXL	PROTEIN_CODING	P30530
5580	PRKCD	PROTEIN_CODING	Q05655
5581	PRKCE	PROTEIN_CODING	Q02156
5590	PRKCZ	PROTEIN_CODING	Q05513
5591	PRKDC	PROTEIN_CODING	P78527
5594	MAPK1	PROTEIN_CODING	P28482
5595	MAPK3	PROTEIN_CODING	P27361
5599	MAPK8	PROTEIN_CODING	P45983
5604	MAP2K1	PROTEIN_CODING	Q02750
5610	EIF2AK2	PROTEIN_CODING	P19525
5617	PRL	PROTEIN_CODING	P01236
5621	PRNP	PROTEIN_CODING	F7VJQ1,P04156
5624	PROC	PROTEIN_CODING	P04070
5627	PROS1	PROTEIN_CODING	P07225
5649	RELN	PROTEIN_CODING	P78509
5654	HTRA1	PROTEIN_CODING	Q92743
5663	PSEN1	PROTEIN_CODING	P49768
567	B2M	PROTEIN_CODING	P61769
56729	RETN	PROTEIN_CODING	Q9HD89
5727	PTCH1	PROTEIN_CODING	Q13635
5728	PTEN	PROTEIN_CODING	P60484
57379	AICDA	PROTEIN_CODING	Q9GZX7
5741	PTH	PROTEIN_CODING	P01270
5742	PTGS1	PROTEIN_CODING	P23219
5743	PTGS2	PROTEIN_CODING	P35354
5744	PTHLH	PROTEIN_CODING	P12272
5747	PTK2	PROTEIN_CODING	Q05397
5770	PTPN1	PROTEIN_CODING	P18031
5777	PTPN6	PROTEIN_CODING	P29350
578	BAK1	PROTEIN_CODING	Q16611
5781	PTPN11	PROTEIN_CODING	Q06124
57817	HAMP	PROTEIN_CODING	P81172
5788	PTPRC	PROTEIN_CODING	P08575
58	ACTA1	PROTEIN_CODING	P68133
5806	PTX3	PROTEIN_CODING	P26022
581	BAX	PROTEIN_CODING	Q07812
5820	PVT1	ncRNA	
5829	PXN	PROTEIN_CODING	P49023
5879	RAC1	PROTEIN_CODING	P63000
5888	RAD51	PROTEIN_CODING	Q06609
5894	RAF1	PROTEIN_CODING	P04049
590	BCHE	PROTEIN_CODING	P06276
5901	RAN	PROTEIN_CODING	P62826
59067	IL21	PROTEIN_CODING	Q9HBE4
5914	RARA	PROTEIN_CODING	P10276
5915	RARB	PROTEIN_CODING	P10826
5919	RARRES2	PROTEIN_CODING	Q99969
5925	RB1	PROTEIN_CODING	P06400
59272	ACE2	PROTEIN_CODING	Q9BYF1
59341	TRPV4	PROTEIN_CODING	Q9HBA0
595	CCND1	PROTEIN_CODING	P24385
5950	RBP4	PROTEIN_CODING	P02753
596	BCL2	PROTEIN_CODING	P10415
5970	RELA	PROTEIN_CODING	Q04206
5972	REN	PROTEIN_CODING	P00797
5979	RET	PROTEIN_CODING	P07949
598	BCL2L1	PROTEIN_CODING	Q07817
60	ACTB	PROTEIN_CODING	P60709
6007	RHD	PROTEIN_CODING	Q02161
6010	RHO	PROTEIN_CODING	P08100
604	BCL6	PROTEIN_CODING	P41182
60489	APOBEC3G	PROTEIN_CODING	Q9HC16
6093	ROCK1	PROTEIN_CODING	Q13464
6117	RPA1	PROTEIN_CODING	P27694
613	BCR	PROTEIN_CODING	P11274
6198	RPS6KB1	PROTEIN_CODING	P23443
6256	RXRA	PROTEIN_CODING	P19793
6261	RYR1	PROTEIN_CODING	P21817
6262	RYR2	PROTEIN_CODING	Q92736
627	BDNF	PROTEIN_CODING	P23560
6275	S100A4	PROTEIN_CODING	P26447
6279	S100A8	PROTEIN_CODING	P05109
6280	S100A9	PROTEIN_CODING	P06702
6285	S100B	PROTEIN_CODING	P04271
6288	SAA1	PROTEIN_CODING	P0DJI8
632	BGLAP	PROTEIN_CODING	P02818
6323	SCN1A	PROTEIN_CODING	P35498
6331	SCN5A	PROTEIN_CODING	Q14524
634	CEACAM1	PROTEIN_CODING	P13688
6347	CCL2	PROTEIN_CODING	P13500
6352	CCL5	PROTEIN_CODING	P13501
6376	CX3CL1	PROTEIN_CODING	P78423
6382	SDC1	PROTEIN_CODING	P18827
6387	CXCL12	PROTEIN_CODING	P48061
6390	SDHB	PROTEIN_CODING	P21912
6401	SELE	PROTEIN_CODING	P16581
6403	SELP	PROTEIN_CODING	P16109
641	BLM	PROTEIN_CODING	P54132
64127	NOD2	PROTEIN_CODING	Q9HC29
64135	IFIH1	PROTEIN_CODING	Q9BYX4
6441	SFTPD	PROTEIN_CODING	P35247
6446	SGK1	PROTEIN_CODING	O00141
6462	SHBG	PROTEIN_CODING	P04278
6464	SHC1	PROTEIN_CODING	P29353
6469	SHH	PROTEIN_CODING	Q15465
648	BMI1	PROTEIN_CODING	P35226
64805	P2RY12	PROTEIN_CODING	Q9H244
650	BMP2	PROTEIN_CODING	P12643
65018	PINK1	PROTEIN_CODING	Q9BXM7
6502	SKP2	PROTEIN_CODING	Q13309
6513	SLC2A1	PROTEIN_CODING	P11166
652	BMP4	PROTEIN_CODING	P12644
6521	SLC4A1	PROTEIN_CODING	P02730
6530	SLC6A2	PROTEIN_CODING	P23975
6531	SLC6A3	PROTEIN_CODING	Q01959
6532	SLC6A4	PROTEIN_CODING	P31645
6548	SLC9A1	PROTEIN_CODING	P19634
655	BMP7	PROTEIN_CODING	P18075
6573	SLC19A1	PROTEIN_CODING	P41440
659	BMPR2	PROTEIN_CODING	Q13873
6591	SNAI2	PROTEIN_CODING	O43623
6597	SMARCA4	PROTEIN_CODING	P51532
6598	SMARCB1	PROTEIN_CODING	Q12824
6606	SMN1	PROTEIN_CODING	Q16637
6615	SNAI1	PROTEIN_CODING	O95863
6622	SNCA	PROTEIN_CODING	P37840
6624	FSCN1	PROTEIN_CODING	Q16658
6647	SOD1	PROTEIN_CODING	P00441
6648	SOD2	PROTEIN_CODING	P04179
6657	SOX2	PROTEIN_CODING	P48431
6662	SOX9	PROTEIN_CODING	P48436
6667	SP1	PROTEIN_CODING	P08047
6678	SPARC	PROTEIN_CODING	P09486
668	FOXL2	PROTEIN_CODING	P58012
6683	SPAST	PROTEIN_CODING	Q9UBP0
6690	SPINK1	PROTEIN_CODING	P00995
6696	SPP1	PROTEIN_CODING	P10451
6714	SRC	PROTEIN_CODING	P12931
6716	SRD5A2	PROTEIN_CODING	P31213
672	BRCA1	PROTEIN_CODING	P38398
6720	SREBF1	PROTEIN_CODING	P36956
673	BRAF	PROTEIN_CODING	P15056
675	BRCA2	PROTEIN_CODING	P51587
6772	STAT1	PROTEIN_CODING	P42224
6774	STAT3	PROTEIN_CODING	P40763
6775	STAT4	PROTEIN_CODING	Q14765
6776	STAT5A	PROTEIN_CODING	P42229
6777	STAT5B	PROTEIN_CODING	P51692
6778	STAT6	PROTEIN_CODING	P42226
6786	STIM1	PROTEIN_CODING	Q13586
6790	AURKA	PROTEIN_CODING	O14965
6794	STK11	PROTEIN_CODING	Q15831
682	BSG	PROTEIN_CODING	P35613
6833	ABCC8	PROTEIN_CODING	Q09428
684	BST2	PROTEIN_CODING	Q10589
6850	SYK	PROTEIN_CODING	P43405
6868	ADAM17	PROTEIN_CODING	P78536
6885	MAP3K7	PROTEIN_CODING	O43318
6908	TBP	PROTEIN_CODING	P20226
6925	TCF4	PROTEIN_CODING	P15884
6927	HNF1A	PROTEIN_CODING	P20823
6928	HNF1B	PROTEIN_CODING	P35680
6934	TCF7L2	PROTEIN_CODING	Q9NQB0
6935	ZEB1	PROTEIN_CODING	P37275
695	BTK	PROTEIN_CODING	Q06187
7010	TEK	PROTEIN_CODING	Q02763
7015	TERT	PROTEIN_CODING	O14746
7018	TF	PROTEIN_CODING	P02787
7035	TFPI	PROTEIN_CODING	P10646
7037	TFRC	PROTEIN_CODING	P02786
7040	TGFB1	PROTEIN_CODING	P01137
7042	TGFB2	PROTEIN_CODING	P61812
7045	TGFBI	PROTEIN_CODING	Q15582
7046	TGFBR1	PROTEIN_CODING	P36897
7048	TGFBR2	PROTEIN_CODING	P37173
7052	TGM2	PROTEIN_CODING	P21980
7054	TH	PROTEIN_CODING	P07101
7056	THBD	PROTEIN_CODING	P07204
7057	THBS1	PROTEIN_CODING	P07996
7068	THRB	PROTEIN_CODING	P10828
7070	THY1	PROTEIN_CODING	P04216
7076	TIMP1	PROTEIN_CODING	P01033
7077	TIMP2	PROTEIN_CODING	P16035
7078	TIMP3	PROTEIN_CODING	P35625
7080	NKX2-1	PROTEIN_CODING	P43699
7082	TJP1	PROTEIN_CODING	Q07157
7097	TLR2	PROTEIN_CODING	O60603
7098	TLR3	PROTEIN_CODING	O15455
7099	TLR4	PROTEIN_CODING	O00206
710	SERPING1	PROTEIN_CODING	P05155
7124	TNF	PROTEIN_CODING	P01375
7128	TNFAIP3	PROTEIN_CODING	P21580
7132	TNFRSF1A	PROTEIN_CODING	P19438
7133	TNFRSF1B	PROTEIN_CODING	P20333
7137	TNNI3	PROTEIN_CODING	P19429
7139	TNNT2	PROTEIN_CODING	P45379
7150	TOP1	PROTEIN_CODING	P11387
7153	TOP2A	PROTEIN_CODING	P11388
7157	TP53	PROTEIN_CODING	P04637
7158	TP53BP1	PROTEIN_CODING	Q12888
7161	TP73	PROTEIN_CODING	O15350
7172	TPMT	PROTEIN_CODING	P51580
718	C3	PROTEIN_CODING	P01024
7186	TRAF2	PROTEIN_CODING	Q12933
7189	TRAF6	PROTEIN_CODING	Q9Y4K3
7249	TSC2	PROTEIN_CODING	P49815
7253	TSHR	PROTEIN_CODING	P16473
7273	TTN	PROTEIN_CODING	Q8WZ42
7276	TTR	PROTEIN_CODING	P02766
7291	TWIST1	PROTEIN_CODING	Q15672
729230	CCR2	PROTEIN_CODING	P41597
7295	TXN	PROTEIN_CODING	P10599
7298	TYMS	PROTEIN_CODING	P04818
7316	UBC	PROTEIN_CODING	P0CG48
7321	UBE2D1	PROTEIN_CODING	P51668
7329	UBE2I	PROTEIN_CODING	P63279
7337	UBE3A	PROTEIN_CODING	Q05086
7341	SUMO1	PROTEIN_CODING	P63165
7345	UCHL1	PROTEIN_CODING	P09936
7351	UCP2	PROTEIN_CODING	P55851
7412	VCAM1	PROTEIN_CODING	P19320
7415	VCP	PROTEIN_CODING	P55072
7421	VDR	PROTEIN_CODING	P11473
7422	VEGFA	PROTEIN_CODING	P15692
7424	VEGFC	PROTEIN_CODING	P49767
7428	VHL	PROTEIN_CODING	P40337
7430	EZR	PROTEIN_CODING	P15311
7431	VIM	PROTEIN_CODING	P08670
7442	TRPV1	PROTEIN_CODING	Q8NER1
7450	VWF	PROTEIN_CODING	P04275
7454	WAS	PROTEIN_CODING	P42768
7474	WNT5A	PROTEIN_CODING	P41221
7486	WRN	PROTEIN_CODING	Q14191
7490	WT1	PROTEIN_CODING	P19544
7494	XBP1	PROTEIN_CODING	P17861
7508	XPC	PROTEIN_CODING	Q01831
7514	XPO1	PROTEIN_CODING	O14980
7515	XRCC1	PROTEIN_CODING	P18887
7517	XRCC3	PROTEIN_CODING	O43542
7520	XRCC5	PROTEIN_CODING	P13010
7528	YY1	PROTEIN_CODING	P25490
7534	YWHAZ	PROTEIN_CODING	P63104
7535	ZAP70	PROTEIN_CODING	P43403
768	CA9	PROTEIN_CODING	Q16790
773	CACNA1A	PROTEIN_CODING	O00555
775	CACNA1C	PROTEIN_CODING	Q13936
7852	CXCR4	PROTEIN_CODING	P61073
7874	USP7	PROTEIN_CODING	Q93009
79001	VKORC1	PROTEIN_CODING	Q9BQB6
79068	FTO	PROTEIN_CODING	Q9C0B1
7941	PLA2G7	PROTEIN_CODING	Q13093
796	CALCA	PROTEIN_CODING	P01258,P06881
79728	PALB2	PROTEIN_CODING	Q86YC2
79923	NANOG	PROTEIN_CODING	Q9H9S0
801	CALM1	PROTEIN_CODING	P0DP23
80339	PNPLA3	PROTEIN_CODING	Q9NST1
8074	FGF23	PROTEIN_CODING	Q9GZV9
8091	HMGA2	PROTEIN_CODING	P52926
811	CALR	PROTEIN_CODING	P27797
820	CAMP	PROTEIN_CODING	P49913
8202	NCOA3	PROTEIN_CODING	Q9Y6Q9
8289	ARID1A	PROTEIN_CODING	O14497
8314	BAP1	PROTEIN_CODING	Q92560
834	CASP1	PROTEIN_CODING	P29466
836	CASP3	PROTEIN_CODING	P42574
841	CASP8	PROTEIN_CODING	Q14790
842	CASP9	PROTEIN_CODING	P55211
8454	CUL1	PROTEIN_CODING	Q13616
84557	MAP1LC3A	PROTEIN_CODING	Q9H492
846	CASR	PROTEIN_CODING	P41180
847	CAT	PROTEIN_CODING	P04040
84868	HAVCR2	PROTEIN_CODING	Q8TDQ0
84876	ORAI1	PROTEIN_CODING	Q96D31
8517	IKBKG	PROTEIN_CODING	Q9Y6K9
8542	APOL1	PROTEIN_CODING	O14791
85480	TSLP	PROTEIN_CODING	Q969D9
857	CAV1	PROTEIN_CODING	Q03135
860	RUNX2	PROTEIN_CODING	Q13950
8600	TNFSF11	PROTEIN_CODING	O14788
861	RUNX1	PROTEIN_CODING	Q01196
8626	TP63	PROTEIN_CODING	Q9H3D4
864	RUNX3	PROTEIN_CODING	Q13761
8651	SOCS1	PROTEIN_CODING	O15524
867	CBL	PROTEIN_CODING	P22681
8678	BECN1	PROTEIN_CODING	Q14457
8737	RIPK1	PROTEIN_CODING	Q13546
8743	TNFSF10	PROTEIN_CODING	P50591
875	CBS	PROTEIN_CODING	P35520
8772	FADD	PROTEIN_CODING	Q13158
8792	TNFRSF11A	PROTEIN_CODING	Q9Y6Q6
8795	TNFRSF10B	PROTEIN_CODING	O14763
8826	IQGAP1	PROTEIN_CODING	P46940
8829	NRP1	PROTEIN_CODING	O14786
8837	CFLAR	PROTEIN_CODING	O15519
8841	HDAC3	PROTEIN_CODING	O15379
8842	PROM1	PROTEIN_CODING	O43490
8850	KAT2B	PROTEIN_CODING	Q92831
8856	NR1I2	PROTEIN_CODING	O75469
8862	APLN	PROTEIN_CODING	Q9ULZ1
8877	SPHK1	PROTEIN_CODING	Q9NYA1
8878	SQSTM1	PROTEIN_CODING	Q13501
89	ACTN3	PROTEIN_CODING	Q08043
890	CCNA2	PROTEIN_CODING	P20248
891	CCNB1	PROTEIN_CODING	P14635
8945	BTRC	PROTEIN_CODING	Q9Y297
898	CCNE1	PROTEIN_CODING	P24864
9021	SOCS3	PROTEIN_CODING	O14543
9076	CLDN1	PROTEIN_CODING	O95832
90865	IL33	PROTEIN_CODING	O95760
9112	MTA1	PROTEIN_CODING	Q13330
9131	AIFM1	PROTEIN_CODING	O95831
9173	IL1RL1	PROTEIN_CODING	Q01638
920	CD4	PROTEIN_CODING	P01730
9212	AURKB	PROTEIN_CODING	Q96GD4
92140	MTDH	PROTEIN_CODING	Q86UE4
9232	PTTG1	PROTEIN_CODING	O95997
9235	IL32	PROTEIN_CODING	P24001
929	CD14	PROTEIN_CODING	P08571
9314	KLF4	PROTEIN_CODING	O43474
9332	CD163	PROTEIN_CODING	Q86VB7
9365	KL	PROTEIN_CODING	Q9UEF7
9370	ADIPOQ	PROTEIN_CODING	Q15848
940	CD28	PROTEIN_CODING	P10747
94025	MUC16	PROTEIN_CODING	Q8WXI7
9429	ABCG2	PROTEIN_CODING	Q9UNQ0
943	TNFRSF8	PROTEIN_CODING	P28908
947	CD34	PROTEIN_CODING	P28906
948	CD36	PROTEIN_CODING	P16671
949	SCARB1	PROTEIN_CODING	Q8WTV0
9518	GDF15	PROTEIN_CODING	Q99988
952	CD38	PROTEIN_CODING	P28907
9575	CLOCK	PROTEIN_CODING	O15516
958	CD40	PROTEIN_CODING	P25942
959	CD40LG	PROTEIN_CODING	P29965
960	CD44	PROTEIN_CODING	P16070
966	CD59	PROTEIN_CODING	P13987
975	CD81	PROTEIN_CODING	P60033
9817	KEAP1	PROTEIN_CODING	Q14145
983	CDK1	PROTEIN_CODING	P06493
9839	ZEB2	PROTEIN_CODING	O60315
9927	MFN2	PROTEIN_CODING	O95140
9971	NR1H4	PROTEIN_CODING	Q96RI1
9978	RBX1	PROTEIN_CODING	P62877
998	CDC42	PROTEIN_CODING	P60953
999	CDH1	PROTEIN_CODING	P12830
10000	AKT3	PROTEIN_CODING	Q9Y243
1001	CDH3	PROTEIN_CODING	P22223
10014	HDAC5	PROTEIN_CODING	Q9UQL6
10015	PDCD6IP	PROTEIN_CODING	Q8WUM4
10020	GNE	PROTEIN_CODING	Q9Y223
100506658	OCLN	PROTEIN_CODING	Q16625
10075	HUWE1	PROTEIN_CODING	Q7Z6Z7
10111	RAD50	PROTEIN_CODING	Q92878
101180976	IFNL4	PROTEIN_CODING	K9M1U5
1012	CDH13	PROTEIN_CODING	P55290
10131	TRAP1	PROTEIN_CODING	Q12931
10133	OPTN	PROTEIN_CODING	Q96CV9
10146	G3BP1	PROTEIN_CODING	Q13283
10155	TRIM28	PROTEIN_CODING	Q13263
10159	ATP6AP2	PROTEIN_CODING	O75787
10165	SLC25A13	PROTEIN_CODING	Q9UJS0
10232	MSLN	PROTEIN_CODING	Q13421
10253	SPRY2	PROTEIN_CODING	O43597
10257	ABCC4	PROTEIN_CODING	O15439
10280	SIGMAR1	PROTEIN_CODING	Q99720
10298	PAK4	PROTEIN_CODING	O96013
10365	KLF2	PROTEIN_CODING	Q9Y5W3
10371	SEMA3A	PROTEIN_CODING	Q14563
10381	TUBB3	PROTEIN_CODING	Q13509
10392	NOD1	PROTEIN_CODING	Q9Y239
10395	DLC1	PROTEIN_CODING	Q96QB1
10410	IFITM3	PROTEIN_CODING	Q01628
10411	RAPGEF3	PROTEIN_CODING	O95398
10452	TOMM40	PROTEIN_CODING	O96008
10456	HAX1	PROTEIN_CODING	O00165
10461	MERTK	PROTEIN_CODING	Q12866
10468	FST	PROTEIN_CODING	P19883
10481	HOXB13	PROTEIN_CODING	Q92826
10498	CARM1	PROTEIN_CODING	Q86X55
10499	NCOA2	PROTEIN_CODING	Q15596
10524	KAT5	PROTEIN_CODING	Q92993
105259599	H19-ICR	BIOLOGICAL_REGION	
10544	PROCR	PROTEIN_CODING	Q9UNN8
10551	AGR2	PROTEIN_CODING	O95994
10563	CXCL13	PROTEIN_CODING	O43927
1058	CENPA	PROTEIN_CODING	P49450
106144573	HBA-LCR	BIOLOGICAL_REGION	
10628	TXNIP	PROTEIN_CODING	Q9H3M7
10642	IGF2BP1	PROTEIN_CODING	Q9NZI8
10644	IGF2BP2	PROTEIN_CODING	Q9Y6M1
10657	KHDRBS1	PROTEIN_CODING	Q07666
1066	CES1	PROTEIN_CODING	P23141
10661	KLF1	PROTEIN_CODING	Q13351
10666	CD226	PROTEIN_CODING	Q15762
107126361	CD2-LCR	BIOLOGICAL_REGION	
10725	NFAT5	PROTEIN_CODING	O94916
10747	MASP2	PROTEIN_CODING	O00187
107963955	LOC107963955	BIOLOGICAL_REGION	
10801	SEPTIN9	PROTEIN_CODING	Q9UHD8
10804	GJB6	PROTEIN_CODING	O95452
1081	CGA	PROTEIN_CODING	P01215
1082	CGB3	PROTEIN_CODING	P0DN86
10856	RUVBL2	PROTEIN_CODING	Q9Y230
10859	LILRB1	PROTEIN_CODING	Q8NHL6
10892	MALT1	PROTEIN_CODING	Q9UDY8
10911	UTS2	PROTEIN_CODING	O95399
10919	EHMT2	PROTEIN_CODING	Q96KQ7
109461477	LOC109461477	BIOLOGICAL_REGION	
10987	COPS5	PROTEIN_CODING	Q92905
11009	IL24	PROTEIN_CODING	Q13007
11035	RIPK3	PROTEIN_CODING	Q9Y572
11065	UBE2C	PROTEIN_CODING	O00762
11082	ESM1	PROTEIN_CODING	Q9NQ30
111099027	LOC111099027	BIOLOGICAL_REGION	
111099028	LOC111099028	BIOLOGICAL_REGION	
11132	CAPN10	PROTEIN_CODING	Q9HC96
111365141	LOC111365141	BIOLOGICAL_REGION	
11156	PTP4A3	PROTEIN_CODING	O75365
111589215	LOC111589215	BIOLOGICAL_REGION	
11168	PSIP1	PROTEIN_CODING	O75475
1118	CHIT1	PROTEIN_CODING	Q13231
11197	WIF1	PROTEIN_CODING	Q9Y5W5
112476	PRRT2	PROTEIN_CODING	Q7Z6L0
112744	IL17F	PROTEIN_CODING	Q96PD4
11277	TREX1	PROTEIN_CODING	Q9NSU2
1129	CHRM2	PROTEIN_CODING	P08172
1131	CHRM3	PROTEIN_CODING	P20309
1136	CHRNA3	PROTEIN_CODING	P32297
1137	CHRNA4	PROTEIN_CODING	P43681
1138	CHRNA5	PROTEIN_CODING	P30532
115004	CGAS	PROTEIN_CODING	Q8N884
116	ADCYAP1	PROTEIN_CODING	P18509
116085	SLC22A12	PROTEIN_CODING	Q96S37
118	ADD1	PROTEIN_CODING	P35611
1180	CLCN1	PROTEIN_CODING	P35523
1184	CLCN5	PROTEIN_CODING	P51795
1192	CLIC1	PROTEIN_CODING	O00299
12	SERPINA3	PROTEIN_CODING	P01011
1213	CLTC	PROTEIN_CODING	Q00610
1215	CMA1	PROTEIN_CODING	P23946
123	PLIN2	PROTEIN_CODING	Q99541
1230	CCR1	PROTEIN_CODING	P32246
1232	CCR3	PROTEIN_CODING	P51677
1235	CCR6	PROTEIN_CODING	P51684
126	ADH1C	PROTEIN_CODING	P00326
1282	COL4A1	PROTEIN_CODING	P02462
1285	COL4A3	PROTEIN_CODING	Q01955
1287	COL4A5	PROTEIN_CODING	P29400
1289	COL5A1	PROTEIN_CODING	P20908
1301	COL11A1	PROTEIN_CODING	P12107
1308	COL17A1	PROTEIN_CODING	Q9UMD9
1311	COMP	PROTEIN_CODING	P49747
1316	KLF6	PROTEIN_CODING	Q99612
134	ADORA1	PROTEIN_CODING	P30542
1356	CP	PROTEIN_CODING	P00450
136	ADORA2B	PROTEIN_CODING	P29275
1364	CLDN4	PROTEIN_CODING	O14493
1374	CPT1A	PROTEIN_CODING	P50416
1380	CR2	PROTEIN_CODING	P20023
1386	ATF2	PROTEIN_CODING	P15336
1392	CRH	PROTEIN_CODING	P06850
1398	CRK	PROTEIN_CODING	P46108
1399	CRKL	PROTEIN_CODING	P46109
1409	CRYAA	PROTEIN_CODING	P02489
1421	CRYGD	PROTEIN_CODING	P07320
1440	CSF3	PROTEIN_CODING	P09919
1441	CSF3R	PROTEIN_CODING	Q99062
1445	CSK	PROTEIN_CODING	P41240
145264	SERPINA12	PROTEIN_CODING	Q8IW75
1459	CSNK2A2	PROTEIN_CODING	P19784
1460	CSNK2B	PROTEIN_CODING	P67870
1462	VCAN	PROTEIN_CODING	P13611
148	ADRA1A	PROTEIN_CODING	P35348
1482	NKX2-5	PROTEIN_CODING	P52952
1487	CTBP1	PROTEIN_CODING	Q13363
1495	CTNNA1	PROTEIN_CODING	P35221
150	ADRA2A	PROTEIN_CODING	P08913
1500	CTNND1	PROTEIN_CODING	O60716
151	ADRA2B	PROTEIN_CODING	P18089
1511	CTSG	PROTEIN_CODING	P08311
1513	CTSK	PROTEIN_CODING	P43235
1514	CTSL	PROTEIN_CODING	P07711
1520	CTSS	PROTEIN_CODING	P25774
1525	CXADR	PROTEIN_CODING	P78310
1558	CYP2C8	PROTEIN_CODING	P10632
156	GRK2	PROTEIN_CODING	P25098
1573	CYP2J2	PROTEIN_CODING	P51589
1583	CYP11A1	PROTEIN_CODING	P05108
1584	CYP11B1	PROTEIN_CODING	P15538
1593	CYP27A1	PROTEIN_CODING	Q02318
1594	CYP27B1	PROTEIN_CODING	O15528
1621	DBH	PROTEIN_CODING	P09172
1630	DCC	PROTEIN_CODING	P43146
1639	DCTN1	PROTEIN_CODING	Q14203
1642	DDB1	PROTEIN_CODING	Q16531
1643	DDB2	PROTEIN_CODING	Q92466
1644	DDC	PROTEIN_CODING	P20711
1647	GADD45A	PROTEIN_CODING	P24522
1649	DDIT3	PROTEIN_CODING	P0DPQ6,P35638
1654	DDX3X	PROTEIN_CODING	O00571
1655	DDX5	PROTEIN_CODING	P17844
1660	DHX9	PROTEIN_CODING	Q08211
1667	DEFA1	PROTEIN_CODING	P59665
1674	DES	PROTEIN_CODING	P17661
169026	SLC30A8	PROTEIN_CODING	Q8IWU4
171023	ASXL1	PROTEIN_CODING	Q8IXJ9
1717	DHCR7	PROTEIN_CODING	Q9UBM7
1719	DHFR	PROTEIN_CODING	P00374
1734	DIO2	PROTEIN_CODING	Q92813
1736	DKC1	PROTEIN_CODING	O60832
1739	DLG1	PROTEIN_CODING	Q12959
1742	DLG4	PROTEIN_CODING	P78352
1755	DMBT1	PROTEIN_CODING	Q9UGM3
1759	DNM1	PROTEIN_CODING	Q05193
176	ACAN	PROTEIN_CODING	P16112
1760	DMPK	PROTEIN_CODING	Q09013
1785	DNM2	PROTEIN_CODING	P50570
1827	RCAN1	PROTEIN_CODING	P53805
1829	DSG2	PROTEIN_CODING	Q14126
